session_id,timestamp,robot_id,type,campaign_id,duration_s,outcome,converted
S-002323,2026-06-09 16:39:00,R-10,voice_chat,,49,completed,false
S-000659,2026-06-08 17:40:00,R-03,qr_scan,C-BRANDX,43,completed,false
S-001255,2026-06-01 17:40:00,R-06,qr_scan,C-VENUE,8,error,false
S-001402,2026-06-09 13:42:00,R-06,qr_scan,C-BRANDX,53,completed,true
S-000996,2026-06-14 21:41:00,R-04,screen_tap,,25,completed,false
S-000633,2026-06-07 16:06:00,R-03,screen_tap,,15,abandoned,false
S-002034,2026-06-07 19:31:00,R-09,screen_tap,,47,completed,false
S-002334,2026-06-10 12:31:00,R-10,qr_scan,C-BRANDX,42,completed,true
S-001934,2026-06-02 12:26:00,R-09,screen_tap,,3,completed,false
S-001594,2026-06-05 17:33:00,R-07,screen_tap,,64,abandoned,false
S-000857,2026-06-06 15:24:00,R-04,qr_scan,C-VENUE,34,completed,true
S-000778,2026-06-01 17:17:00,R-04,screen_tap,,86,completed,false
S-000124,2026-06-08 11:06:00,R-01,qr_scan,C-PROMO2,55,completed,true
S-001015,2026-06-02 12:52:00,R-05,screen_tap,,46,completed,false
S-000436,2026-06-10 18:34:00,R-02,screen_tap,,29,completed,false
S-001325,2026-06-05 13:37:00,R-06,qr_scan,C-PROMO1,84,completed,true
S-001331,2026-06-05 15:43:00,R-06,qr_scan,C-PROMO1,23,completed,false
S-000976,2026-06-13 17:26:00,R-04,qr_scan,C-PROMO1,50,completed,true
S-001554,2026-06-03 12:34:00,R-07,voice_chat,,12,completed,false
S-001240,2026-06-14 16:02:00,R-05,screen_tap,,62,completed,false
S-002166,2026-06-14 17:31:00,R-09,qr_scan,C-BRANDX,25,completed,false
S-001933,2026-06-02 11:38:00,R-09,screen_tap,,70,abandoned,false
S-000779,2026-06-01 17:11:00,R-04,voice_chat,,85,completed,false
S-000021,2026-06-02 11:03:00,R-01,qr_scan,C-VENUE,42,completed,false
S-001668,2026-06-01 18:02:00,R-08,screen_tap,,68,completed,false
S-000813,2026-06-03 17:42:00,R-04,voice_chat,,54,completed,false
S-002239,2026-06-04 13:21:00,R-10,screen_tap,,8,abandoned,false
S-000985,2026-06-13 20:27:00,R-04,voice_chat,,57,completed,false
S-001842,2026-06-10 21:41:00,R-08,voice_chat,,66,completed,false
S-002117,2026-06-12 12:18:00,R-09,qr_scan,C-PROMO2,77,completed,false
S-000743,2026-06-14 10:21:00,R-03,qr_scan,C-BRANDX,45,completed,false
S-001535,2026-06-02 13:38:00,R-07,screen_tap,,75,abandoned,false
S-001547,2026-06-02 20:56:00,R-07,screen_tap,,22,completed,false
S-000217,2026-06-12 21:50:00,R-01,qr_scan,C-PROMO2,74,completed,true
S-000501,2026-06-14 16:09:00,R-02,screen_tap,,59,completed,false
S-000067,2026-06-04 19:43:00,R-01,screen_tap,,68,completed,false
S-001004,2026-06-01 15:20:00,R-05,voice_chat,,68,abandoned,false
S-001311,2026-06-04 17:47:00,R-06,screen_tap,,49,completed,false
S-000126,2026-06-08 12:12:00,R-01,screen_tap,,77,completed,false
S-001319,2026-06-05 10:30:00,R-06,screen_tap,,4,completed,false
S-001744,2026-06-05 16:29:00,R-08,qr_scan,C-VENUE,74,completed,false
S-001901,2026-06-14 17:20:00,R-08,voice_chat,,35,error,false
S-000550,2026-06-02 19:27:00,R-03,qr_scan,C-PROMO1,9,abandoned,true
S-000492,2026-06-14 10:59:00,R-02,qr_scan,C-PROMO1,51,completed,true
S-001284,2026-06-03 13:35:00,R-06,voice_chat,,90,abandoned,false
S-000468,2026-06-12 21:31:00,R-02,screen_tap,,12,completed,false
S-000564,2026-06-04 10:41:00,R-03,screen_tap,,5,completed,false
S-002062,2026-06-09 15:28:00,R-09,qr_scan,C-BRANDX,28,completed,false
S-000360,2026-06-06 19:49:00,R-02,qr_scan,C-VENUE,27,completed,false
S-002116,2026-06-12 12:55:00,R-09,qr_scan,C-PROMO1,37,completed,false
S-000107,2026-06-07 11:29:00,R-01,screen_tap,,42,completed,false
S-001751,2026-06-05 21:15:00,R-08,qr_scan,C-PROMO1,70,completed,false
S-000450,2026-06-11 17:55:00,R-02,qr_scan,C-VENUE,26,completed,false
S-002345,2026-06-10 17:15:00,R-10,qr_scan,C-PROMO1,36,completed,true
S-000170,2026-06-10 11:46:00,R-01,screen_tap,,12,completed,false
S-002205,2026-06-02 14:06:00,R-10,screen_tap,,84,error,false
S-001075,2026-06-05 17:26:00,R-05,qr_scan,C-BRANDX,61,error,false
S-002309,2026-06-08 16:08:00,R-10,screen_tap,,51,abandoned,false
S-000970,2026-06-13 15:14:00,R-04,qr_scan,C-PROMO1,65,completed,true
S-000205,2026-06-12 14:37:00,R-01,qr_scan,C-PROMO2,59,abandoned,false
S-001949,2026-06-03 11:37:00,R-09,screen_tap,,82,completed,false
S-001190,2026-06-12 10:09:00,R-05,qr_scan,C-PROMO1,49,completed,false
S-001025,2026-06-02 17:06:00,R-05,screen_tap,,57,completed,false
S-000553,2026-06-03 14:42:00,R-03,qr_scan,C-VENUE,17,completed,true
S-001625,2026-06-07 17:15:00,R-07,qr_scan,C-VENUE,85,completed,true
S-000637,2026-06-07 18:09:00,R-03,qr_scan,C-BRANDX,61,completed,false
S-000652,2026-06-08 13:28:00,R-03,screen_tap,,64,completed,false
S-001354,2026-06-06 19:45:00,R-06,voice_chat,,20,completed,false
S-001086,2026-06-06 13:57:00,R-05,qr_scan,C-PROMO1,71,completed,false
S-000876,2026-06-07 14:53:00,R-04,screen_tap,,70,error,false
S-000643,2026-06-07 21:03:00,R-03,qr_scan,C-BRANDX,77,completed,true
S-001059,2026-06-04 18:12:00,R-05,qr_scan,C-VENUE,7,completed,false
S-001413,2026-06-09 19:28:00,R-06,qr_scan,C-BRANDX,49,completed,false
S-001206,2026-06-12 19:26:00,R-05,qr_scan,C-BRANDX,43,completed,true
S-000538,2026-06-02 13:59:00,R-03,qr_scan,C-BRANDX,33,completed,false
S-001115,2026-06-08 14:35:00,R-05,qr_scan,C-PROMO2,90,completed,false
S-000435,2026-06-10 18:01:00,R-02,qr_scan,C-PROMO2,82,abandoned,false
S-001480,2026-06-13 14:30:00,R-06,voice_chat,,46,completed,false
S-000997,2026-06-14 21:40:00,R-04,qr_scan,C-PROMO1,58,error,true
S-000008,2026-06-01 17:57:00,R-01,qr_scan,C-VENUE,29,completed,false
S-002421,2026-06-14 18:59:00,R-10,voice_chat,,69,completed,false
S-001310,2026-06-04 17:11:00,R-06,voice_chat,,56,completed,false
S-001673,2026-06-01 19:31:00,R-08,screen_tap,,9,abandoned,false
S-001408,2026-06-09 18:31:00,R-06,screen_tap,,45,abandoned,false
S-001550,2026-06-03 10:39:00,R-07,qr_scan,C-PROMO1,28,completed,false
S-001930,2026-06-01 21:28:00,R-09,voice_chat,,75,completed,false
S-001757,2026-06-06 15:53:00,R-08,qr_scan,C-VENUE,29,completed,true
S-001915,2026-06-01 11:47:00,R-09,screen_tap,,44,completed,false
S-000319,2026-06-04 15:18:00,R-02,voice_chat,,63,completed,false
S-000326,2026-06-04 21:29:00,R-02,qr_scan,C-BRANDX,85,error,false
S-001214,2026-06-13 15:00:00,R-05,qr_scan,C-PROMO2,60,completed,true
S-002122,2026-06-12 17:33:00,R-09,screen_tap,,81,completed,false
S-002316,2026-06-08 21:07:00,R-10,screen_tap,,45,completed,false
S-001207,2026-06-12 19:52:00,R-05,qr_scan,C-BRANDX,89,completed,false
S-001784,2026-06-08 11:35:00,R-08,screen_tap,,41,completed,false
S-001812,2026-06-09 19:27:00,R-08,qr_scan,C-BRANDX,83,completed,true
S-002100,2026-06-11 15:38:00,R-09,screen_tap,,13,completed,false
S-001095,2026-06-06 19:42:00,R-05,screen_tap,,73,error,false
S-001613,2026-06-06 19:25:00,R-07,qr_scan,C-PROMO2,36,error,false
S-000026,2026-06-02 13:26:00,R-01,screen_tap,,15,completed,false
S-001819,2026-06-10 11:50:00,R-08,voice_chat,,36,completed,false
S-001697,2026-06-02 21:32:00,R-08,screen_tap,,66,completed,false
S-002259,2026-06-06 12:39:00,R-10,qr_scan,C-PROMO1,52,abandoned,false
S-000665,2026-06-08 20:11:00,R-03,qr_scan,C-PROMO2,6,completed,true
S-000668,2026-06-08 21:05:00,R-03,screen_tap,,45,error,false
S-001552,2026-06-03 11:08:00,R-07,qr_scan,C-BRANDX,60,completed,false
S-000239,2026-06-14 10:32:00,R-01,voice_chat,,59,completed,false
S-002207,2026-06-02 15:39:00,R-10,qr_scan,C-PROMO1,67,completed,false
S-001040,2026-06-03 17:04:00,R-05,qr_scan,C-VENUE,11,abandoned,false
S-001156,2026-06-10 16:54:00,R-05,screen_tap,,6,completed,false
S-002378,2026-06-11 21:13:00,R-10,qr_scan,C-PROMO1,8,abandoned,true
S-000065,2026-06-04 16:17:00,R-01,qr_scan,C-BRANDX,36,error,true
S-001107,2026-06-07 19:47:00,R-05,voice_chat,,48,completed,false
S-002412,2026-06-14 12:15:00,R-10,screen_tap,,39,abandoned,false
S-001774,2026-06-07 15:36:00,R-08,screen_tap,,16,completed,false
S-000741,2026-06-13 21:31:00,R-03,screen_tap,,10,completed,false
S-000941,2026-06-11 18:03:00,R-04,qr_scan,C-BRANDX,42,completed,false
S-002337,2026-06-10 13:14:00,R-10,qr_scan,C-PROMO2,17,completed,false
S-002404,2026-06-13 17:12:00,R-10,qr_scan,C-BRANDX,76,abandoned,false
S-001116,2026-06-08 14:02:00,R-05,screen_tap,,27,abandoned,false
S-001494,2026-06-14 12:02:00,R-06,voice_chat,,25,completed,false
S-001787,2026-06-08 16:42:00,R-08,voice_chat,,54,abandoned,false
S-002085,2026-06-10 18:36:00,R-09,screen_tap,,47,abandoned,false
S-001553,2026-06-03 11:39:00,R-07,qr_scan,C-PROMO1,17,abandoned,false
S-002403,2026-06-13 16:38:00,R-10,screen_tap,,25,abandoned,false
S-001005,2026-06-01 16:49:00,R-05,voice_chat,,82,completed,false
S-000792,2026-06-02 17:07:00,R-04,screen_tap,,86,completed,false
S-001694,2026-06-02 19:11:00,R-08,screen_tap,,70,completed,false
S-000480,2026-06-13 16:36:00,R-02,voice_chat,,64,completed,false
S-002194,2026-06-01 20:07:00,R-10,qr_scan,C-BRANDX,44,abandoned,false
S-001756,2026-06-06 14:33:00,R-08,qr_scan,C-BRANDX,64,completed,true
S-001027,2026-06-02 19:43:00,R-05,voice_chat,,3,abandoned,false
S-000979,2026-06-13 18:47:00,R-04,voice_chat,,35,completed,false
S-002311,2026-06-08 16:13:00,R-10,voice_chat,,60,abandoned,false
S-001341,2026-06-06 14:25:00,R-06,qr_scan,C-PROMO2,29,abandoned,false
S-002327,2026-06-09 17:22:00,R-10,qr_scan,C-PROMO1,37,abandoned,true
S-001223,2026-06-13 18:23:00,R-05,voice_chat,,45,completed,false
S-000625,2026-06-07 10:32:00,R-03,screen_tap,,59,completed,false
S-000206,2026-06-12 15:07:00,R-01,voice_chat,,81,completed,false
S-000716,2026-06-11 19:01:00,R-03,qr_scan,C-PROMO1,7,completed,false
S-001014,2026-06-02 12:31:00,R-05,qr_scan,C-PROMO2,30,abandoned,false
S-000517,2026-06-01 13:27:00,R-03,qr_scan,C-PROMO1,30,abandoned,false
S-001688,2026-06-02 14:22:00,R-08,qr_scan,C-VENUE,75,completed,false
S-002320,2026-06-09 12:08:00,R-10,qr_scan,C-PROMO1,44,abandoned,false
S-001891,2026-06-14 12:28:00,R-08,qr_scan,C-PROMO1,90,error,false
S-000928,2026-06-10 16:12:00,R-04,voice_chat,,14,error,false
S-001821,2026-06-10 12:30:00,R-08,voice_chat,,45,error,false
S-001170,2026-06-11 11:29:00,R-05,screen_tap,,70,completed,false
S-001378,2026-06-07 20:55:00,R-06,voice_chat,,12,abandoned,false
S-002319,2026-06-09 12:24:00,R-10,qr_scan,C-PROMO1,74,completed,true
S-000269,2026-06-01 16:37:00,R-02,qr_scan,C-BRANDX,74,error,false
S-001920,2026-06-01 14:54:00,R-09,voice_chat,,27,abandoned,false
S-001608,2026-06-06 13:47:00,R-07,qr_scan,C-PROMO1,34,completed,false
S-000703,2026-06-10 21:53:00,R-03,qr_scan,C-PROMO1,69,completed,false
S-001984,2026-06-05 10:00:00,R-09,screen_tap,,77,completed,false
S-001026,2026-06-02 18:28:00,R-05,qr_scan,C-PROMO2,85,abandoned,false
S-000644,2026-06-08 10:09:00,R-03,qr_scan,C-PROMO2,87,completed,true
S-002366,2026-06-11 15:22:00,R-10,qr_scan,C-BRANDX,3,completed,false
S-000673,2026-06-09 12:56:00,R-03,qr_scan,C-PROMO2,71,error,true
S-001117,2026-06-08 15:03:00,R-05,screen_tap,,77,completed,false
S-002065,2026-06-09 16:54:00,R-09,qr_scan,C-VENUE,84,abandoned,false
S-000946,2026-06-12 13:07:00,R-04,qr_scan,C-BRANDX,37,completed,false
S-000367,2026-06-07 11:25:00,R-02,voice_chat,,27,completed,false
S-002084,2026-06-10 18:41:00,R-09,qr_scan,C-PROMO2,67,completed,false
S-002284,2026-06-07 14:51:00,R-10,voice_chat,,89,completed,false
S-001196,2026-06-12 14:49:00,R-05,voice_chat,,40,completed,false
S-002241,2026-06-04 14:31:00,R-10,screen_tap,,86,completed,false
S-000253,2026-06-14 21:34:00,R-01,qr_scan,C-PROMO1,9,completed,false
S-000587,2026-06-04 20:04:00,R-03,screen_tap,,5,abandoned,false
S-001148,2026-06-09 21:29:00,R-05,screen_tap,,32,completed,false
S-002218,2026-06-02 20:24:00,R-10,qr_scan,C-PROMO1,74,completed,true
S-002090,2026-06-11 10:05:00,R-09,qr_scan,C-VENUE,31,completed,true
S-000599,2026-06-05 14:26:00,R-03,qr_scan,C-VENUE,44,completed,false
S-000313,2026-06-04 13:40:00,R-02,screen_tap,,74,completed,false
S-000798,2026-06-02 20:05:00,R-04,qr_scan,C-PROMO1,25,error,true
S-002363,2026-06-11 14:51:00,R-10,qr_scan,C-BRANDX,39,completed,true
S-001667,2026-06-01 17:17:00,R-08,screen_tap,,73,completed,false
S-000265,2026-06-01 14:44:00,R-02,qr_scan,C-VENUE,13,completed,false
S-001233,2026-06-14 11:48:00,R-05,voice_chat,,87,abandoned,false
S-002353,2026-06-11 10:55:00,R-10,voice_chat,,59,completed,false
S-001304,2026-06-04 15:49:00,R-06,qr_scan,C-BRANDX,76,completed,true
S-000258,2026-06-01 12:49:00,R-02,qr_scan,C-PROMO2,11,completed,false
S-002028,2026-06-07 17:08:00,R-09,qr_scan,C-BRANDX,53,completed,false
S-001599,2026-06-05 20:15:00,R-07,screen_tap,,14,error,false
S-000466,2026-06-12 20:04:00,R-02,qr_scan,C-PROMO1,22,abandoned,true
S-000184,2026-06-10 20:44:00,R-01,qr_scan,C-PROMO2,55,completed,false
S-000398,2026-06-09 11:58:00,R-02,qr_scan,C-PROMO2,59,abandoned,true
S-000987,2026-06-13 21:57:00,R-04,qr_scan,C-PROMO1,19,abandoned,true
S-001874,2026-06-12 20:44:00,R-08,qr_scan,C-BRANDX,36,abandoned,false
S-002010,2026-06-06 16:35:00,R-09,screen_tap,,22,completed,false
S-000684,2026-06-09 20:13:00,R-03,qr_scan,C-VENUE,54,completed,true
S-001158,2026-06-10 16:50:00,R-05,screen_tap,,90,completed,false
S-002045,2026-06-08 16:03:00,R-09,qr_scan,C-PROMO2,82,error,true
S-000186,2026-06-11 11:35:00,R-01,qr_scan,C-PROMO2,35,completed,true
S-000995,2026-06-14 20:00:00,R-04,qr_scan,C-PROMO2,89,completed,false
S-002005,2026-06-06 12:05:00,R-09,qr_scan,C-VENUE,64,abandoned,false
S-000791,2026-06-02 17:26:00,R-04,screen_tap,,76,completed,false
S-000661,2026-06-08 19:28:00,R-03,screen_tap,,60,completed,false
S-000833,2026-06-04 19:53:00,R-04,qr_scan,C-BRANDX,55,abandoned,false
S-001254,2026-06-01 16:06:00,R-06,qr_scan,C-BRANDX,24,completed,false
S-001979,2026-06-04 16:16:00,R-09,qr_scan,C-PROMO2,8,completed,false
S-000839,2026-06-05 11:28:00,R-04,qr_scan,C-VENUE,56,completed,false
S-000429,2026-06-10 16:57:00,R-02,qr_scan,C-PROMO2,78,completed,false
S-000168,2026-06-10 11:51:00,R-01,qr_scan,C-PROMO2,67,completed,false
S-001446,2026-06-11 15:35:00,R-06,qr_scan,C-VENUE,3,completed,false
S-000664,2026-06-08 20:45:00,R-03,qr_scan,C-PROMO1,19,completed,false
S-001261,2026-06-01 20:00:00,R-06,qr_scan,C-PROMO1,4,completed,false
S-000131,2026-06-08 14:00:00,R-01,voice_chat,,55,abandoned,false
S-001119,2026-06-08 17:37:00,R-05,qr_scan,C-VENUE,7,completed,true
S-001292,2026-06-03 20:11:00,R-06,voice_chat,,58,abandoned,false
S-001799,2026-06-09 12:11:00,R-08,screen_tap,,16,abandoned,false
S-001189,2026-06-12 10:12:00,R-05,voice_chat,,58,abandoned,false
S-002350,2026-06-10 20:45:00,R-10,qr_scan,C-PROMO2,34,completed,false
S-002202,2026-06-02 13:29:00,R-10,qr_scan,C-PROMO1,45,completed,true
S-002089,2026-06-10 20:28:00,R-09,qr_scan,C-BRANDX,86,completed,false
S-001053,2026-06-04 15:32:00,R-05,screen_tap,,9,completed,false
S-000118,2026-06-07 19:55:00,R-01,qr_scan,C-PROMO2,17,completed,true
S-000353,2026-06-06 16:25:00,R-02,qr_scan,C-BRANDX,67,completed,false
S-001251,2026-06-01 15:21:00,R-06,voice_chat,,66,completed,false
S-000125,2026-06-08 11:23:00,R-01,screen_tap,,35,completed,false
S-000981,2026-06-13 19:47:00,R-04,voice_chat,,57,abandoned,false
S-000483,2026-06-13 17:36:00,R-02,screen_tap,,83,abandoned,false
S-001578,2026-06-04 15:59:00,R-07,voice_chat,,27,completed,false
S-001541,2026-06-02 16:44:00,R-07,qr_scan,C-VENUE,57,completed,true
S-001924,2026-06-01 15:33:00,R-09,screen_tap,,15,completed,false
S-000001,2026-06-01 10:23:00,R-01,voice_chat,,16,completed,false
S-001463,2026-06-12 18:51:00,R-06,qr_scan,C-PROMO2,22,completed,false
S-000337,2026-06-05 16:51:00,R-02,qr_scan,C-VENUE,67,error,false
S-001818,2026-06-10 10:36:00,R-08,qr_scan,C-VENUE,59,completed,false
S-001286,2026-06-03 16:57:00,R-06,screen_tap,,12,completed,false
S-000490,2026-06-13 21:22:00,R-02,screen_tap,,6,completed,false
S-001003,2026-06-01 15:40:00,R-05,qr_scan,C-PROMO2,80,completed,false
S-001563,2026-06-03 18:07:00,R-07,voice_chat,,58,abandoned,false
S-001923,2026-06-01 15:49:00,R-09,qr_scan,C-BRANDX,87,completed,false
S-002088,2026-06-10 20:36:00,R-09,voice_chat,,68,completed,false
S-000256,2026-06-01 11:20:00,R-02,qr_scan,C-VENUE,73,completed,true
S-000533,2026-06-02 11:24:00,R-03,qr_scan,C-VENUE,26,completed,false
S-002229,2026-06-03 16:27:00,R-10,screen_tap,,90,completed,false
S-001590,2026-06-05 14:57:00,R-07,voice_chat,,77,completed,false
S-001850,2026-06-11 14:11:00,R-08,qr_scan,C-PROMO1,25,completed,false
S-001330,2026-06-05 15:36:00,R-06,voice_chat,,45,abandoned,false
S-001843,2026-06-11 10:12:00,R-08,screen_tap,,71,completed,false
S-002265,2026-06-06 16:49:00,R-10,qr_scan,C-PROMO1,45,completed,false
S-000615,2026-06-06 14:17:00,R-03,qr_scan,C-PROMO2,34,abandoned,false
S-002250,2026-06-04 18:48:00,R-10,qr_scan,C-BRANDX,63,completed,true
S-002263,2026-06-06 15:27:00,R-10,qr_scan,C-PROMO1,71,abandoned,false
S-001433,2026-06-11 10:21:00,R-06,qr_scan,C-PROMO2,77,completed,true
S-001336,2026-06-06 11:55:00,R-06,screen_tap,,40,abandoned,false
S-002217,2026-06-02 19:13:00,R-10,qr_scan,C-PROMO2,86,completed,false
S-000810,2026-06-03 14:38:00,R-04,qr_scan,C-VENUE,64,completed,false
S-000524,2026-06-01 16:11:00,R-03,qr_scan,C-VENUE,45,completed,false
S-000693,2026-06-10 16:24:00,R-03,voice_chat,,37,abandoned,false
S-000423,2026-06-10 13:22:00,R-02,screen_tap,,18,completed,false
S-001497,2026-06-14 14:15:00,R-06,qr_scan,C-VENUE,90,abandoned,false
S-000159,2026-06-09 18:50:00,R-01,qr_scan,C-VENUE,28,completed,false
S-001114,2026-06-08 12:01:00,R-05,screen_tap,,46,completed,false
S-002136,2026-06-13 15:11:00,R-09,voice_chat,,79,abandoned,false
S-001464,2026-06-12 19:09:00,R-06,qr_scan,C-PROMO2,53,error,false
S-000063,2026-06-04 14:34:00,R-01,qr_scan,C-PROMO2,9,abandoned,false
S-001100,2026-06-07 10:55:00,R-05,screen_tap,,5,completed,false
S-002026,2026-06-07 14:09:00,R-09,qr_scan,C-PROMO1,51,completed,false
S-000920,2026-06-10 12:56:00,R-04,qr_scan,C-PROMO1,44,abandoned,true
S-001175,2026-06-11 14:46:00,R-05,qr_scan,C-BRANDX,64,completed,false
S-000314,2026-06-04 13:41:00,R-02,screen_tap,,75,completed,false
S-000387,2026-06-08 14:28:00,R-02,screen_tap,,25,error,false
S-000610,2026-06-06 11:18:00,R-03,voice_chat,,54,completed,false
S-001804,2026-06-09 16:19:00,R-08,qr_scan,C-PROMO1,60,completed,false
S-001567,2026-06-04 11:25:00,R-07,qr_scan,C-PROMO1,15,completed,true
S-000262,2026-06-01 13:44:00,R-02,voice_chat,,52,abandoned,false
S-001709,2026-06-03 14:41:00,R-08,screen_tap,,62,completed,false
S-000505,2026-06-14 18:01:00,R-02,qr_scan,C-VENUE,24,error,true
S-001839,2026-06-10 20:01:00,R-08,qr_scan,C-BRANDX,61,completed,false
S-001632,2026-06-07 19:45:00,R-07,qr_scan,C-BRANDX,31,completed,false
S-000401,2026-06-09 12:19:00,R-02,qr_scan,C-PROMO1,23,completed,true
S-002046,2026-06-08 16:44:00,R-09,qr_scan,C-BRANDX,87,completed,false
S-001360,2026-06-06 21:09:00,R-06,qr_scan,C-PROMO2,38,error,false
S-001775,2026-06-07 15:46:00,R-08,qr_scan,C-BRANDX,82,completed,false
S-002342,2026-06-10 15:12:00,R-10,qr_scan,C-PROMO2,25,completed,true
S-001426,2026-06-10 18:33:00,R-06,qr_scan,C-VENUE,65,completed,false
S-001857,2026-06-12 11:43:00,R-08,screen_tap,,72,completed,false
S-001844,2026-06-11 10:30:00,R-08,screen_tap,,33,completed,false
S-000208,2026-06-12 17:07:00,R-01,qr_scan,C-PROMO2,31,abandoned,false
S-002156,2026-06-14 13:23:00,R-09,screen_tap,,69,completed,false
S-001337,2026-06-06 13:28:00,R-06,qr_scan,C-PROMO1,11,completed,false
S-002185,2026-06-01 15:00:00,R-10,screen_tap,,61,completed,false
S-001288,2026-06-03 17:23:00,R-06,voice_chat,,82,completed,false
S-001824,2026-06-10 13:44:00,R-08,qr_scan,C-VENUE,65,completed,false
S-002143,2026-06-13 18:24:00,R-09,screen_tap,,36,completed,false
S-001678,2026-06-02 10:18:00,R-08,qr_scan,C-BRANDX,71,completed,true
S-000166,2026-06-10 10:55:00,R-01,voice_chat,,33,abandoned,false
S-000541,2026-06-02 14:54:00,R-03,screen_tap,,23,completed,false
S-000455,2026-06-12 10:39:00,R-02,qr_scan,C-PROMO2,50,completed,false
S-001559,2026-06-03 14:48:00,R-07,voice_chat,,71,completed,false
S-002336,2026-06-10 12:13:00,R-10,screen_tap,,63,abandoned,false
S-002223,2026-06-03 10:42:00,R-10,screen_tap,,22,completed,false
S-000309,2026-06-03 20:45:00,R-02,qr_scan,C-VENUE,84,completed,false
S-000427,2026-06-10 15:55:00,R-02,screen_tap,,16,completed,false
S-000248,2026-06-14 15:19:00,R-01,voice_chat,,46,completed,false
S-000669,2026-06-09 10:10:00,R-03,screen_tap,,36,completed,false
S-002287,2026-06-07 15:59:00,R-10,qr_scan,C-PROMO2,4,completed,true
S-001064,2026-06-04 20:11:00,R-05,voice_chat,,81,completed,false
S-002258,2026-06-06 10:57:00,R-10,voice_chat,,61,completed,false
S-001162,2026-06-10 19:28:00,R-05,voice_chat,,67,error,false
S-002155,2026-06-14 12:27:00,R-09,screen_tap,,46,abandoned,false
S-000815,2026-06-03 17:27:00,R-04,qr_scan,C-VENUE,55,completed,false
S-000814,2026-06-03 17:54:00,R-04,voice_chat,,26,completed,false
S-000788,2026-06-02 15:34:00,R-04,screen_tap,,6,abandoned,false
S-001604,2026-06-06 10:36:00,R-07,qr_scan,C-VENUE,31,completed,false
S-000521,2026-06-01 15:19:00,R-03,qr_scan,C-PROMO2,60,completed,false
S-001110,2026-06-07 21:35:00,R-05,qr_scan,C-VENUE,74,abandoned,true
S-000657,2026-06-08 15:56:00,R-03,screen_tap,,56,completed,false
S-002346,2026-06-10 17:42:00,R-10,voice_chat,,54,error,false
S-001345,2026-06-06 16:20:00,R-06,qr_scan,C-BRANDX,6,completed,false
S-001698,2026-06-02 21:07:00,R-08,qr_scan,C-PROMO1,59,completed,false
S-001134,2026-06-09 13:01:00,R-05,qr_scan,C-VENUE,50,completed,false
S-000324,2026-06-04 19:29:00,R-02,qr_scan,C-PROMO1,73,abandoned,false
S-002238,2026-06-04 13:00:00,R-10,qr_scan,C-BRANDX,76,error,true
S-001253,2026-06-01 16:40:00,R-06,qr_scan,C-PROMO1,81,error,false
S-001692,2026-06-02 18:02:00,R-08,voice_chat,,44,abandoned,false
S-001486,2026-06-13 21:05:00,R-06,qr_scan,C-BRANDX,28,error,false
S-001382,2026-06-08 11:37:00,R-06,screen_tap,,18,abandoned,false
S-001747,2026-06-05 19:26:00,R-08,qr_scan,C-BRANDX,74,abandoned,true
S-000191,2026-06-11 13:23:00,R-01,voice_chat,,46,completed,false
S-000730,2026-06-12 20:01:00,R-03,qr_scan,C-PROMO2,60,completed,false
S-002110,2026-06-11 19:54:00,R-09,voice_chat,,5,error,false
S-000576,2026-06-04 15:55:00,R-03,qr_scan,C-PROMO1,18,error,true
S-001344,2026-06-06 16:41:00,R-06,qr_scan,C-VENUE,51,error,true
S-000519,2026-06-01 14:23:00,R-03,voice_chat,,52,completed,false
S-002149,2026-06-14 10:06:00,R-09,qr_scan,C-VENUE,44,error,true
S-000552,2026-06-02 21:36:00,R-03,voice_chat,,90,completed,false
S-000140,2026-06-08 20:18:00,R-01,screen_tap,,84,completed,false
S-000797,2026-06-02 20:21:00,R-04,qr_scan,C-PROMO1,83,completed,false
S-001218,2026-06-13 17:35:00,R-05,screen_tap,,67,completed,false
S-001829,2026-06-10 15:24:00,R-08,voice_chat,,61,error,false
S-000927,2026-06-10 16:08:00,R-04,screen_tap,,56,completed,false
S-002365,2026-06-11 15:12:00,R-10,screen_tap,,61,completed,false
S-000451,2026-06-11 20:11:00,R-02,qr_scan,C-PROMO2,48,completed,true
S-000123,2026-06-08 10:04:00,R-01,qr_scan,C-VENUE,65,completed,false
S-000786,2026-06-02 12:16:00,R-04,qr_scan,C-PROMO2,63,completed,false
S-002245,2026-06-04 16:19:00,R-10,screen_tap,,37,completed,false
S-001082,2026-06-06 10:55:00,R-05,qr_scan,C-PROMO1,3,completed,true
S-001212,2026-06-13 14:50:00,R-05,screen_tap,,29,completed,false
S-001658,2026-06-01 12:18:00,R-08,screen_tap,,14,error,false
S-001647,2026-06-08 16:01:00,R-07,qr_scan,C-PROMO2,84,completed,false
S-002009,2026-06-06 15:38:00,R-09,voice_chat,,83,completed,false
S-002408,2026-06-13 21:55:00,R-10,qr_scan,C-PROMO1,27,completed,false
S-001358,2026-06-06 21:27:00,R-06,screen_tap,,51,abandoned,false
S-000915,2026-06-09 19:22:00,R-04,qr_scan,C-BRANDX,37,abandoned,true
S-000916,2026-06-09 19:11:00,R-04,qr_scan,C-BRANDX,18,completed,true
S-001441,2026-06-11 12:21:00,R-06,qr_scan,C-VENUE,43,completed,false
